case_id,evidence_id,value,type,provenance,confidence,independently_verified,cross_case_link_allowed,status,source_url,notes
TEN,TEN-IND-0031,065c54893e4777d52be6b7bf30b832d5ffd9d96fd178642a5828a364c0e904a0,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0032,065f5a605ac04d5f443089b65aa1393414ee38c4ee8f780e7d78c06b46504ae4,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0033,06776635e386d536b1b0fc21e6aa41865d44d83dae5e9b109868d71ca309eeaa,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0034,0fe91200a2bb4aed13b1a1ba4ec8fd4454566f5929ffed4f537d9a87c1bf1187,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0035,12c6d0e603386b81751d95b32d1698d794c99343abb06d066b0f6060e8690aca,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0036,1329be66458962dabfa20185c230439c57d32b90a20de791afdce9c15226fccb,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0037,147f86854690ba096f3797c623b66365d6adbf7140d7d7c3dcf746b83a4b6dac,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0038,1d2e37b41d616ecb32b8bd2f2a52c792f1808fdc938574fc366d737b6f643c61,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0039,2012ff4d7c36e42d256d78c265f242d29a305af66686866c581ee96c2b05d5a6,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0040,2a010bd1061e11da6f5cf951a3ebd23503916e159e3d486cc722b4b8b4a099c9,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0041,31635e4667eba1ba3588e1bc9c05d18a78d9693c801e5176e6cddf74e0d5bcc2,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0042,3ffe3a6f328a6459624bd93edd206e2256b2753e17137cbc1530b91fa325ecac,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0043,5ac484ec0846fff8f099b234dfd1602864300da8c68b01822c6036eb709fc584,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0044,5c02115b3f090551393cca3ce91fe837727d1c4586164c580759eb94387dba10,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0045,5d19c07e3fb7ac4ff56a23f6e658d691f381442b1db2f8c5f345563c1cdc8998,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0046,5ef76098be5ed1559b71ebd8d29cb32c1825991824051d8a641746e08bf9e1b3,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0047,5eff99959683480d2280c931e433af836adf6a8b7a8489b1af17cddcf480cf63,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0048,64944d2a6129631ff675c6dcfdd57a7e99a1e4dc41802cbd0eabcef3eb3e81c3,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0049,6de4da7919185f84212d02011e955530011b08c389408f2a012b81757c3d0c0f,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0050,710539554f065fe9a0bf6a6e32d3ea73ab3c797a033f8bfef57ad929bcdf9195,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0051,7170f3051cc9f4520e84f1ea3b599616d82be8e5087f19d8e2951fa6848924b3,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0052,73c24bafba21f871cc9d28de92ee7e4b9f9c8ec337279c14c1facdb9feeb7af4,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0053,746c4cd5fe3a8edd37d4b37b23af64b1086b5ea7c1ab0bcfd9c47e4e2e986518,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0054,75b36769f0d36c05be74d41610d4af3f73397983ba746f8c569de6f23ee130e0,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0055,79340e589a69f5dc204d4073341a07e98a588d0401d18f34991d14b71a475063,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0056,7abc129482ccdf787b35b92b7d5b7ff2478e72fe516f4ceca0c02e23a1d34314,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0057,7f6bec5dd217151fcd03087a6e7ba1070f0fa603801fb128a4097076c9976d36,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0058,8363ff6bddfaf247318308f215ad53f3c77f218d4a6562b537aeaf7e9135d10f,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0059,8f5f4408998bbfc6987d9cb39216071c57c7b087f2867a504e83414ee5cfcd08,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0060,905ae6ac24225db221da346a1695e443ba4c57ea1c9066e8bac3e5fcb4156fc7,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0061,921e41190fed3437ca7a0d53e7590ccb0f1ab5d667532778fbda5664c657d712,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0062,943f952652fbc16923c0519449feeee11698304dac51268d4e6065146dcad69e,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0063,94f67819c0f7e200abf4b39fad2fd6fef227da15d939f21a657d1717ca2b3014,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0064,976f890ab0ee8aac613da2458d0069f00d0ebabc76f1fceb63e05b2113f6a449,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0065,aaf49281b2f65390adc2e763af37fc4e3fe03b94af550927fc91141e0d6347db,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0066,b5e0866368873b4c5eacc6df01114fc749cc32f507e9324bc6d763999371777d,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0067,b77c8531ee45ffdfd63ef19aa1f1ae8b603b274f6951f7d8f4e725130bfca06d,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0068,b7a5192a90c14a9a36e5a3565fed46becffa88dbc719e8ee396a0c9d46f5dde4,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0069,cdb9d76093d0938f30d93bcce4f58b13b4b21c9188eea387c6d9ec6f4cb4aad4,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0070,d252aeabbf4cd9f336e83d1fa0042fcc2f74f45d4b8cbe2a8bfe790d4db0580d,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0071,df5f74e1e0e5b0a0748de2efd86358293b4d368d171a926af6f14880d55adb57,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0072,ed6058f0b0735ba56b781dea39353625fcb56bc3e77bf2d26a648511d754d216,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0073,fdb5eca8f00e1802f3c9c0ca79f93a8419353f4ef2a0606bec39c4497da91035,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://www.catonetworks.com/blog/cato-ctrl-suspected-china-linked-threat-actor-targets-global-manufacturer/,Cato CTRL published sample SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0074,03f26cbfa3ca15fcb43f512aa4041732beeec267f9d1dc74a11f7b0bb32e86bb,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://hunt.io/blog/chinese-operators-claude-deepseek-government-intrusion,Hunt.io / companion PRIMARY freeze SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0075,2954639be599f23c2229a9743aba09a1d9d11bf2becc62bf353384437db37dee,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://hunt.io/blog/chinese-operators-claude-deepseek-government-intrusion,Hunt.io / companion PRIMARY freeze SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0076,3d4a60fcbfe54d3e8562f2fcdb0d51ddcdc253811a6731a07fd21174bfeac9c5,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://hunt.io/blog/chinese-operators-claude-deepseek-government-intrusion,Hunt.io / companion PRIMARY freeze SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0077,4c1baa3abb774b4c649c87417acaa4396eba40e5028b43fade4c685a405cc3bf,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://hunt.io/blog/chinese-operators-claude-deepseek-government-intrusion,Hunt.io / companion PRIMARY freeze SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0078,4f2da2726d2f245e53932efb06a7f726fa0e1d9450f7e367ebaede4babd23885,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://hunt.io/blog/chinese-operators-claude-deepseek-government-intrusion,Hunt.io / companion PRIMARY freeze SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0079,64107e3e0a333f685d1be6386426223a030c4126ac7c295aa7b1d54c508bbace,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://hunt.io/blog/chinese-operators-claude-deepseek-government-intrusion,Hunt.io / companion PRIMARY freeze SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0080,ad1a0b3e22a10a2bd680b773b178a0d3824cfcbdf3551016f3d052a0b823079f,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://hunt.io/blog/chinese-operators-claude-deepseek-government-intrusion,Hunt.io / companion PRIMARY freeze SHA-256 NOT OBSERVED by ETW.
TEN,TEN-IND-0081,e76f54b7b98ba3a08f39392e6886a9cb3e97d57b8a076e6b948968d0be392ed8,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://hunt.io/blog/chinese-operators-claude-deepseek-government-intrusion,Hunt.io / companion PRIMARY freeze SHA-256 NOT OBSERVED by ETW.
MNF,MNF-IND-0001,10fd541674adadfbba99b54280f7e59732746faf2b10ce68521866f737f1e46d,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0002,eee657ffdb2af8ed6412221e7d5fbf4f5742f2ac2c88f43f12db46af0697de71,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0003,781605ce9d4a9869e846f6c9657d71437cb6240ab27ffbc4cd550c0e06996690,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0004,2c214494fd0bad31473ca8adce78a4f50847876584571e66aadeae70827ec2dc,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0005,f08b17856616d66492a24dced27f788e235f35f42fa7cd10f315000d3a2f4c03,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0006,a57ffb819fe8d98ff925c5d7b239598fe302acf5a13193d7a535040a71298fdf,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0007,63d0d3c4a7f71bdbca720903d6a99b832089cc093c64d2938e7e001e56c17ab4,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0008,74882085db2088356ed7f72f01e0404a0a98cda88ef56fb15ce74c1f36b26d27,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0009,bc3b44154518c5794ce639108e7b9c5fecb0c189607a26de1aaed518d890c7ad,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0010,ecaf493c320d201d285ef5f61d75744216e47cf1115b4af528f9a78883cc446e,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0011,44f4f7aca7f1d9bfdaf7b3736934cbe19f851a707662f8f0b0c49b383e054250,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0012,0db36a04d304ad96f9e6f97b531934594cd95a5cea9ff2c9af249201089dc864,sha256,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Check Point MiniFast / Nimbus Manticore campaign sample NOT OBSERVED by ETW.
MNF,MNF-IND-0013,business-startup.org,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0014,business-startup.azurewebsites.net,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0015,businessstartup.azurewebsites.net,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0016,buisness-centeral.azurewebsites.net,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0017,buisness-centeral-transportation.azurewebsites.net,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0018,buisness-centeral-transportation.com,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0019,licencemanagers.azurewebsites.net,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0020,licencesupporting.azurewebsites.net,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0021,peerdistsvcmanagers.azurewebsites.net,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0022,nanomatrix.azurewebsites.net,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0023,PremierHealthAdvisory.com,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0024,ramiltonsfinance.com,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0025,getsqldeveloper.com,domain,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,C2 / lure domain (Check Point IOC list) NOT OBSERVED by ETW.
MNF,MNF-IND-0026,UpdateChecker.dll,filename,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Final MiniFast backdoor payload filename NOT OBSERVED by ETW.
MNF,MNF-IND-0027,CheckForUpdates,string,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,MiniFast DLL export / entry NOT OBSERVED by ETW.
MNF,MNF-IND-0028,ZoomUpdateTaskUser,string,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Hijacked Zoom scheduled-task persistence prefix NOT OBSERVED by ETW.
MNF,MNF-IND-0029,%LOCALAPPDATA%\Zoom\bin\update,path,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Second-stage staging directory under Zoom path NOT OBSERVED by ETW.
MNF,MNF-IND-0030,Zoominstall64.zip,filename,PRIMARY-SOURCE,High,false,false,CAMPAIGN_ASSOCIATED,https://research.checkpoint.com/2026/fast-and-furious-nimbus-manticore-operations-during-the-iranian-conflict/,Trojanized Zoom installer archive lure NOT OBSERVED by ETW.
